Name,Country,Region,DOB,Industry,IndustryType,Company,SelfMade,Type,Gender,Generation,CompanyAcquired
Bacaksiz Sezai,Turkey,Middle East/North Africa,1950,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bachtiar Karim,Indonesia,East Asia,1957,Non-consumer industrial,Traded Sectors,Musim Mas,inherited,inherited,male,inherited from father,new
Bahaa Hariri,Lebanon,Middle East/North Africa,1967,Real Estate,Financial,Saudi Oger,inherited,inherited,male,inherited from father,aquired
Bakhytbek Baiseitov,Kazakhstan,South Asia,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Baldwin and Nikolaus Knauf,Germany,Europe,Unknown,Constrution,Non-Traded Sectors,Edmond de Rothschild Group,inherited,inherited,male,inherited from father,new
Barbara Carlson Gage,United States,North America,1942,Real Estate,Financial,Carlson Inc,inherited,inherited,female,inherited from father,new
Barbara Cox Anthony,United States,North America,1924,Media,Non-Traded Sectors,Cox Enterprises,inherited,inherited,female,inherited from father,aquired
Barbara Davis,United States,North America,1930,Energy,Resource Related,Unknown,Unknown,Unknown,female,Unknown,Unknown
Barbara Hall Marshall,United States,North America,1924,Consumer,Traded Sectors,Unknown,Unknown,Unknown,female,Unknown,Unknown
Barbara Piasecka Johnson,United States,North America,1937,Technology-Medical,New Sectors,Johnson & Johnson,inherited,inherited,female,spouse or widow,new
Barry Diller,United States,North America,1942,Technology-Computer,New Sectors,IAC ,self-made,executive,male,Unknown,new
Barry Lam,Taiwan,East Asia,1950,Technology-Computer,New Sectors,Quanta Computer,self-made,founder non-finance,male,Unknown,new
Barry Rosenstein,United States,North America,1959,Hedge funds,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bassam Alghanim,Kuwait,Middle East/North Africa,1952,Money Management,Financial,Alghanim Industries,inherited,inherited,male,inherited from father,new
Bautista Soler,Spain,Europe,1929,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Begumhan Dogan Faralyali,Turkey,Middle East/North Africa,1977,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Belmiro de Azevedo,Portugal,Europe,1943,"Retail, Restaurant",Non-Traded Sectors,Sonae SGPS,self-made,executive,male,Unknown,aquired
Benedicta Chamberlain,United Kingdom,Europe,1944,Consumer,Traded Sectors,William Grant and Sons,inherited,inherited,female,spouse or widow,new
Benjamin de Rothschild,Switzerland,Europe,1964,Money Management,Financial,Edmond de Rothschild Group,inherited,inherited,male,Fifth generation or longer,new
Bennett Dorrance,United States,North America,1943,Consumer,Traded Sectors,Campbell Soup,inherited,inherited,male,Third generation,aquired
Benny Subianto,Indonesia,East Asia,1943,Mining and metals,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bent Jensen,Denmark,Europe,1952,Technology-Computer,New Sectors,Linak,inherited,inherited,male,Third generation,new
Benu Gopal Bangur,India,South Asia,1932,Constrution,Non-Traded Sectors,Shree Cement,inherited,inherited,male,inherited from father,new
Beny Steinmetz,Israel,Middle East/North Africa,1957,Mining and metals,Resource Related,Steinmetz Diamond Group and BSGR,inherited,inherited,male,inherited from father,new
Bergit Douglas,Germany,Europe,1947,Consumer,Traded Sectors,Oetker-Gruppe,inherited,inherited,female,Fourth generation,new
Bernard (Barry) Sherman,Canada,North America,1942,Technology-Medical,New Sectors,Empire Laboratories,inherited,inherited,male,inherited from father,new
Bernard Arnault,France,Europe,1949,Consumer,Traded Sectors,LVMH,self-made,founder non-finance,male,Unknown,acquired
Bernard Broermann,Germany,Europe,1944,Technology-Medical,New Sectors,Asklepios Kliniken GmbH,self-made,founder non-finance,male,Unknown,new
Bernard Ecclestone,United Kingdom,Europe,1931,Other,other,Formula One Group,self-made,executive,male,Unknown,aquired
Bernard Marcus,United States,North America,1930,"Retail, Restaurant",Non-Traded Sectors,Home Depot,self-made,founder non-finance,male,Unknown,new
Bernard Osher,United States,North America,1928,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bernard Saul,United States,North America,1933,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
"Bernard Saul, II.",United States,North America,1933,Money Management,Financial,B. F. Saul Company,inherited,inherited,male,Third generation,new
Bernard Sherman,Canada,North America,1942,Technology-Medical,New Sectors,Empire Laboratories,inherited,inherited,male,inherited from father,new
Bernardo Matte,Chile,Latin America,1956,Consumer,Traded Sectors,CMPC,inherited,inherited,male,inherited from father,new
Bernd Freier,Germany,Europe,1957,"Retail, Restaurant",Non-Traded Sectors,s.Oliver,self-made,founder non-finance,male,Unknown,new
Berthold and Theo Albrecht,Germany,Europe,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bertil Hult,Sweden,Europe,1941,Other,other,EF Education,self-made,founder non-finance,male,Unknown,new
Bharat Desai,United States,North America,1953,Technology-Computer,New Sectors,Syntel,self-made,founder non-finance,male,Unknown,new
Bhupendra Kumar Modi,India,South Asia,1949,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bidzina Ivanishvili,Georgia,Europe,1956,Money Management,Financial,Rossiysky Kredit,self-made,privatized and resources,male,Unknown,new
Bill Gates,United States,North America,1956,Technology-Computer,New Sectors,Microsoft,self-made,founder non-finance,male,Unknown,new
Bill Gross,United States,North America,1945,Diversified financial,Financial,PIMCO,self-made,self-made finance,male,Unknown,new
Bill Marriott Jr,United States,North America,1932,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Billy Joe McCombs,United States,North America,1928,Real Estate,Financial,Red McCombs Automotive Group,self-made,self-made finance,male,Unknown,new
Binod Chaudhary,Nepal,South Asia,1956,Money Management,Financial,Chaudhary Group,self-made,self-made finance,male,Unknown,new
Birgit Rausing,Sweden,Europe,1924,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bjorgolfur Gudmundsson,Iceland,Europe,1941,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bjorgolfur Thor Bjorgolfsson,Iceland,Europe,1967,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Blair Parry-Okeden,United States,North America,1951,Media,Non-Traded Sectors,Cox Enterprises,inherited,inherited,female,Third generation,aquired
Blase Golisano,United States,North America,1942,"Retail, Restaurant",Non-Traded Sectors,Paychex,self-made,founder non-finance,male,Unknown,new
Bob Parsons,United States,North America,1951,Technology-Computer,New Sectors,Go Daddy,self-made,founder non-finance,male,Unknown,new
Boguslaw Cupial,Poland,Europe,1957,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Boris Berezovsky,Russia,Europe,1946,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Boris Ivanishvili,Russia,Europe,1956,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Boris Mints,Russia,Europe,1959,Real Estate,Financial,O1 Properties,self-made,self-made finance,male,Unknown,new
Boris Rotenberg,Russia,Europe,1957,Constrution,Non-Traded Sectors,"SGM Group, Mostotrest, TPS Avia",self-made,privatized and resources,male,Unknown,"new, privitization"
Brad Kelley,United States,North America,1957,Consumer,Traded Sectors,Commonwealth Brands,self-made,founder non-finance,male,Unknown,new
Bradley Hughes,United States,North America,1934,"Retail, Restaurant",Non-Traded Sectors,Public Storage,self-made,founder non-finance,male,Unknown,new
Brian Acton,United States,North America,1972,Technology-Computer,New Sectors,WhatsApp,self-made,founder non-finance,male,Unknown,new
Brian Higgins,United States,North America,1965,Hedge funds,Financial,King Street Capital Management,self-made,self-made finance,male,Unknown,new
Brian Roberts,United States,North America,1960,Media,Non-Traded Sectors,Comcast,inherited,inherited,male,inherited from father,new
Brij Bhushan Singal,India,South Asia,1937,Energy,Resource Related,Bhushan Steel,self-made,privatized and resources,male,Unknown,new
Brijmohan Lall Munjal,India,South Asia,1924,Consumer,Traded Sectors,Hero Group,self-made,founder non-finance,male,Unknown,new
Bruce Cheng,Taiwan,East Asia,1936,Technology-Computer,New Sectors,Delta Electronics,self-made,founder non-finance,male,Unknown,new
Bruce Gordon,Australia,North America,1929,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Bruce Halle,United States,North America,1931,"Retail, Restaurant",Non-Traded Sectors,Discount Tire,self-made,founder non-finance,male,Unknown,new
Bruce Karsh,United States,North America,1955,Hedge funds,Financial,Oaktree Capital Management,self-made,self-made finance,male,Unknown,new
Bruce Kovner,United States,North America,1946,Hedge funds,Financial,Caxton Associates,self-made,self-made finance,male,Unknown,new
Bruce McCaw,United States,North America,1948,Media,Non-Traded Sectors,McCaw Cellular,self-made,founder non-finance,male,Unknown,new
Bruce Nordstrom,United States,North America,1934,"Retail, Restaurant",Non-Traded Sectors,Nordstrom,inherited,inherited,male,Third generation,new
Bruce Wasserstein,United States,North America,1948,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Brunello Cucinelli,Italy,Europe,1954,Consumer,Traded Sectors,Brunello Cucinelli,self-made,founder non-finance,male,Unknown,new
Bruno Schroder,United Kingdom,Europe,1933,Money Management,Financial,Schroders,inherited,inherited,male,Fourth generation,new
Bulat Utemuratov,Kazakhstan,South Asia,1958,Mining and metals,Resource Related,ATF Bank,self-made,privatized and resources,male,Unknown,new
Bulent Eczacibasi,Turkey,Middle East/North Africa,1950,Technology-Medical,New Sectors,Eczacibasi Holding,inherited,inherited,male,inherited from father,new
C. Dean Metropoulos,United States,North America,1947,Money Management,Financial,Apollo Global management,self-made,self-made finance,male,Unknown,new
C. James Koch,United States,North America,1950,Consumer,Traded Sectors,Boston Beer Company,self-made,founder non-finance,male,Unknown,new
Cai Dongqing,China,East Asia,1970,Technology-Computer,New Sectors,Guangdong Alpha Animation and Culture Co,self-made,executive,male,Unknown,new
Cai Kui,China,East Asia,1963,Real Estate,Financial,Longfor Properties,self-made,self-made finance,male,Unknown,new
Calisto Tanzi,Italy,Europe,Unknown,Consumer,Traded Sectors,Parmalat,self-made,founder non-finance,male,Unknown,new
Calvin Ayre,Canada,North America,1962,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Cao Dewang,China,East Asia,1946,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Cao Kejian,China,East Asia,1963,Non-consumer industrial,Traded Sectors,Zhejiang Kaishan Compressor,self-made,privatized and resources,male,Unknown,privatization
Caprotti Bernardo,Italy,Europe,1926,"Retail, Restaurant",Non-Traded Sectors,Esselunga,self-made,founder non-finance,male,Unknown,new
Cargill MacMillan,United States,North America,1927,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Carl Bennet,Sweden,Europe,1952,Money Management,Financial,Carl Bennet AB,self-made,self-made finance,male,Unknown,new
Carl Berg,United States,North America,1938,Real Estate,Financial,Berg and Berg,self-made,self-made finance,male,Unknown,aquired
Carl Ferdinand Oetker,Germany,Europe,1973,Consumer,Traded Sectors,Oetker-Gruppe,inherited,inherited,male,Fourth generation,new
Carl Icahn,United States,North America,1936,Private equity/leveraged buyout,Financial,Icahn Enterprises,self-made,self-made finance,male,Unknown,new
Carl Lindner Jr,United States,North America,1920,banking,other,American Financial Group,self-made,founder non-finance,male,Unknown,new
Carl Pohlad,United States,North America,1916,Money Management,Financial,Marquette Bank,self-made,self-made finance,male,Unknown,aquired
Carlo Benetton,Italy,Europe,1944,Consumer,Traded Sectors,Benetton Group,self-made,founder non-finance,male,Unknown,new
Carlo De Benedetti,Italy,Europe,Unknown,Media,Non-Traded Sectors,CIR Group,inherited,inherited,male,inherited from father,aquired
Carlo Fidani,Canada,North America,1955,Real Estate,Financial,Orlando Corp,inherited,inherited,male,Third generation,new
Carlos Alberto Sicupira,Brazil,Latin America,1948,Consumer,Traded Sectors,Ambev,self-made,founder non-finance,male,Unknown,aquired
Carlos and Alejandro Bulgheroni,Argentina,Latin America,Unknown,Energy,Resource Related,Bridas Energy,inherited,inherited,male,inherited from father,new
Carlos Ardila Lulle,Colombia,Latin America,1931,Consumer,Traded Sectors,Organizacion Ardila Lulle,inherited,inherited,male,inherited from father,aquired
Carlos Hank Rhon,Mexico,Latin America,1948,Money Management,Financial,Grupo Financiero Interacciones,self-made,privatized and resources,male,Unknown,new
Carlos Martins,Brazil,Latin America,1957,Other,other,Wizard language Schools,self-made,founder non-finance,male,Unknown,new
Carlos Peralta,Mexico,Latin America,1952,Media,Non-Traded Sectors,Groupo IUSA,inherited,inherited,male,inherited from father,new
Carlos Rodriguez-Pastor,Peru,Latin America,1960,Money Management,Financial,Interbank Group,self-made,privatized and resources,male,Unknown,privatization
Carlos Sicupira,Brazil,Latin America,1948,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Carlos Slim Helu,Mexico,Latin America,1940,Media,Non-Traded Sectors,Telmex,self-made,privatized and resources,male,Unknown,privatization
Carol Jenkins Barnett,United States,North America,1957,"Retail, Restaurant",Non-Traded Sectors,Publix Super Markets,inherited,inherited,female,inherited from father,new
Catherine Lozick,United States,North America,1945,Non-consumer industrial,Traded Sectors,Swagelok,inherited,inherited,female,inherited from father,new
Cesar Mata Pires,Brazil,Latin America,Unknown,Constrution,Non-Traded Sectors,OAS SA,self-made,privatized and resources,male,Unknown,new
Cha Yong-Keu,South Korea,East Asia,1957,Mining and metals,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Chairul Tanjung,Indonesia,East Asia,1963,Money Management,Financial,Para Group (aka CT Corp),self-made,privatized and resources,male,Unknown,new
Chaleo Yoovidhya,Thailand,East Asia,1932,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Chan Laiwa,China,East Asia,1941,Real Estate,Financial,Fuwah International Group,self-made,self-made finance,female,Unknown,new
Chanchai Ruayrungruang,China,East Asia,1954,Consumer,Traded Sectors,Reignwood Group,self-made,founder non-finance,male,Unknown,new
Chandru Raheja,India,South Asia,1941,Real Estate,Financial,K. Raheja Corp,self-made,self-made finance,male,Unknown,new
Chang Pyung-Soon,South Korea,East Asia,1951,Other,other,Kyowon Co,self-made,founder non-finance,male,Unknown,new
Chang Yung Fa,Taiwan,East Asia,1927,Other,other,Evergreen Group,self-made,founder non-finance,male,Unknown,new
Chao Teng-Hsiung,Taiwan,East Asia,1944,Real Estate,Financial,Farglory Land,self-made,self-made finance,male,Unknown,new
Charlene de Carvalho-Heineken,Netherlands,Europe,1955,Consumer,Traded Sectors,Heineken International,inherited,inherited,female,inherited from father,new
Charles Brandes,United States,North America,1943,Money Management,Financial,Brades Investment Partners,self-made,self-made finance,male,Unknown,new
